temperature,humidity,pressure,wind_speed,rain,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,year,month,day,day_of_week,aqi_lag_1,aqi_rolling_mean_3
17.6,47,1017.2,15.5,0.0,83.5125,54.833333333333336,676.2083333333334,22.558333333333334,30.8125,109.08333333333331,2023,1,20,0,170.33333333333334,161.3472222222222
17.2,50,1018.2,12.3,0.0,72.61666666666666,48.16666666666666,678.625,25.5875,36.13333333333333,96.41666666666669,2023,1,21,2,145.375,154.52777777777774
16.5,48,1017.6,11.4,0.0,75.94583333333334,50.04166666666666,862.1666666666666,37.94166666666667,45.25416666666666,84.45833333333333,2023,1,22,3,147.875,141.94444444444443
16.5,32,1018.0,13.8,0.0,53.49583333333334,34.68333333333333,722.4583333333334,33.233333333333334,32.0875,71.125,2023,1,23,1,132.58333333333334,132.81944444444443
15.0,41,1017.2,11.1,0.0,78.99166666666666,50.55,869.5,41.43333333333333,40.18333333333333,82.83333333333333,2023,1,24,5,118.0,123.04166666666667
14.8,43,1017.8,11.8,0.0,69.38333333333334,41.329166666666666,718.0833333333334,37.67083333333333,39.61666666666667,80.70833333333333,2023,1,25,6,118.54166666666669,116.62499999999999
16.4,29,1019.7,17.8,0.0,49.2875,31.70833333333333,483.7083333333333,24.64583333333333,31.058333333333334,82.625,2023,1,26,4,113.33333333333331,115.38888888888887
17.3,26,1019.1,22.4,0.0,51.97916666666666,34.92916666666667,452.7083333333333,17.658333333333335,25.27083333333333,104.54166666666669,2023,1,27,0,114.29166666666669,106.29166666666664
18.0,24,1015.2,15.9,0.0,65.15833333333333,44.30416666666667,626.125,32.583333333333336,27.58333333333333,96.25,2023,1,28,2,91.25,103.43055555555554
17.4,43,1012.0,12.9,0.0,57.925,38.5625,743.5833333333334,40.78333333333333,33.729166666666664,75.25,2023,1,29,3,104.75,109.73611111111109
18.1,49,1016.3,12.5,0.0,91.62083333333334,58.92916666666667,1110.1666666666667,49.82916666666667,49.3375,91.66666666666669,2023,1,30,1,133.20833333333334,113.04166666666667
19.4,36,1019.9,19.2,0.0,81.39999999999999,53.96666666666667,655.3333333333334,28.725,29.42083333333333,89.75,2023,1,31,5,101.16666666666669,130.0
19.5,40,1019.1,18.7,0.0,75.91666666666667,51.395833333333336,823.5,33.02916666666667,35.6625,107.33333333333331,2023,2,1,6,155.625,134.24999999999997
18.9,47,1017.4,13.3,0.0,142.32500000000002,98.3375,1881.1666666666667,74.78333333333333,77.6125,138.79166666666666,2023,2,2,4,145.95833333333334,152.8333333333333
18.7,53,1016.6,10.1,0.0,126.53333333333336,87.45833333333333,1975.0416666666667,97.48333333333332,73.45416666666667,83.83333333333333,2023,2,3,0,156.91666666666666,158.9583333333333
19.3,82,1014.7,9.4,0.0,103.47083333333336,68.09166666666667,1397.375,57.4875,48.8,115.125,2023,2,4,2,174.0,167.55555555555554
21.4,83,1012.8,16.2,0.0,63.26666666666667,35.770833333333336,715.75,29.320833333333336,24.54583333333333,79.45833333333333,2023,2,5,3,171.75,161.94444444444443
22.8,70,1012.8,12.5,0.0,98.49583333333334,53.4875,819.3333333333334,33.7625,28.425,124.66666666666669,2023,2,6,1,140.08333333333334,145.95833333333331
20.3,74,1013.7,9.8,0.0,179.6208333333333,115.6875,1715.9166666666667,72.40416666666667,54.36666666666667,149.83333333333334,2023,2,7,5,126.04166666666669,154.83333333333334
20.9,83,1013.7,11.8,0.0,76.825,44.57083333333333,826.875,37.425,31.075,87.125,2023,2,8,6,198.375,161.9861111111111
21.7,85,1012.4,17.1,0.0,57.3625,32.6375,510.7083333333333,20.766666666666666,20.7625,83.875,2023,2,9,4,161.54166666666666,157.26388888888889
22.6,81,1012.3,22.2,0.0,46.81666666666666,24.7125,357.9166666666667,13.2,14.633333333333333,91.625,2023,2,10,0,111.875,119.94444444444441
22.1,67,1015.7,12.8,0.0,108.475,68.0125,915.25,37.66666666666666,33.45,107.45833333333331,2023,2,11,2,86.41666666666667,102.05555555555554
23.2,37,1018.9,15.2,0.0,73.97500000000001,43.00833333333333,730.9583333333334,43.575,28.183333333333334,62.79166666666666,2023,2,12,3,107.875,115.40277777777776
21.9,32,1018.9,15.1,0.0,87.04166666666667,56.23333333333333,900.4583333333334,37.25833333333333,37.8875,127.75,2023,2,13,1,151.91666666666666,130.4583333333333
21.9,79,1016.0,14.6,0.0,76.15833333333333,44.4125,884.2916666666666,34.862500000000004,32.266666666666666,119.45833333333331,2023,2,14,5,131.58333333333334,147.66666666666663
20.9,90,1014.6,9.1,0.0,99.47083333333336,60.95,1277.3333333333333,52.875,47.84583333333333,111.54166666666669,2023,2,15,6,159.5,148.9861111111111
22.2,83,1014.6,13.9,0.0,68.41250000000001,42.16666666666666,929.5416666666666,43.41666666666666,33.520833333333336,79.375,2023,2,16,4,155.875,152.43055555555551
22.4,81,1015.0,10.3,0.0,85.44583333333333,56.1,1069.5416666666667,46.020833333333336,36.083333333333336,107.25,2023,2,17,0,141.91666666666666,147.05555555555554
21.5,77,1014.6,8.7,0.0,120.65416666666664,82.46249999999999,1370.375,52.67916666666667,42.95,142.16666666666666,2023,2,18,2,143.375,156.81944444444443
21.6,87,1013.2,10.2,0.0,72.48333333333333,44.6125,993.8333333333334,42.42083333333333,36.74583333333333,94.66666666666669,2023,2,19,3,185.16666666666663,163.27777777777774
23.4,79,1011.5,15.8,0.0,57.55416666666667,30.7875,628.0416666666666,26.566666666666663,23.445833333333336,92.25,2023,2,20,1,161.29166666666666,150.80555555555551
23.0,85,1012.3,12.9,0.0,79.89166666666667,48.05416666666667,829.0416666666666,33.833333333333336,28.7875,116.875,2023,2,21,5,105.95833333333331,129.31944444444443
22.8,82,1012.5,18.3,0.0,41.56666666666667,22.29583333333333,389.0,16.454166666666666,13.658333333333331,98.54166666666669,2023,2,22,6,120.70833333333331,112.11111111111109
22.4,81,1013.0,13.1,0.0,51.5625,28.445833333333336,542.9583333333334,25.8375,21.2,96.66666666666669,2023,2,23,4,109.66666666666669,101.73611111111109
21.9,85,1014.6,13.1,0.0,69.85833333333333,32.88333333333333,623.0416666666666,26.6625,23.695833333333336,97.08333333333331,2023,2,24,0,74.83333333333333,93.47222222222221
23.2,79,1016.0,15.9,0.0,56.52916666666667,27.8375,575.7083333333334,28.4375,20.945833333333333,61.54166666666666,2023,2,25,2,95.91666666666669,86.97222222222221
23.5,82,1017.2,15.1,0.0,49.2375,30.22083333333333,630.125,30.379166666666663,24.28333333333333,68.20833333333333,2023,2,26,3,90.16666666666669,90.15277777777777
23.2,84,1016.8,12.9,0.0,69.37916666666666,42.50416666666667,896.9583333333334,38.49166666666667,32.708333333333336,95.70833333333331,2023,2,27,1,84.375,97.56944444444444
23.0,83,1016.0,14.3,0.0,66.07083333333334,39.65,799.875,37.35833333333333,28.933333333333334,81.66666666666667,2023,2,28,5,118.16666666666669,107.15277777777777
23.5,79,1016.7,9.9,0.0,115.99583333333334,74.14999999999999,937.25,36.54583333333333,27.78333333333333,100.08333333333331,2023,3,1,6,118.91666666666669,122.19444444444444
26.3,48,1017.6,15.1,0.0,96.0,63.07083333333333,681.375,23.683333333333334,27.79583333333333,126.375,2023,3,2,4,129.5,136.9861111111111
26.1,51,1018.2,12.4,0.0,110.4375,73.59583333333333,699.625,28.33333333333333,32.69583333333333,130.20833333333334,2023,3,3,0,162.54166666666666,153.94444444444443
26.0,50,1017.9,15.3,0.0,90.40416666666664,60.5125,750.4583333333334,25.916666666666668,29.6875,141.29166666666666,2023,3,4,2,169.79166666666666,168.9583333333333
25.8,50,1017.5,14.6,0.0,115.97916666666669,79.8625,1175.5833333333333,38.32083333333333,36.21666666666666,157.375,2023,3,5,3,174.54166666666666,177.91666666666663
25.4,56,1015.2,13.2,0.0,118.52083333333331,79.9875,1318.25,41.49583333333333,43.25833333333333,171.04166666666666,2023,3,6,1,189.41666666666663,188.38888888888883
24.7,71,1013.9,12.8,0.0,103.4625,66.08749999999999,1305.4583333333333,49.8375,49.62083333333334,137.91666666666666,2023,3,7,5,201.2083333333333,191.73611111111106
24.7,73,1015.0,11.2,0.0,153.07916666666668,103.22916666666669,1606.9583333333333,53.3125,60.46666666666667,191.75,2023,3,8,6,184.5833333333333,192.20833333333326
25.9,60,1015.4,11.9,0.0,175.01666666666665,119.77083333333331,1663.1666666666667,55.7875,44.05416666666667,200.625,2023,3,9,4,190.8333333333333,194.61111111111106
25.8,55,1015.0,12.6,0.0,126.19166666666666,87.0625,1358.25,55.7125,44.6875,179.83333333333334,2023,3,10,0,208.41666666666663,204.62499999999997
25.4,63,1014.3,11.8,0.0,100.3875,68.7625,1373.5,63.04166666666666,51.11666666666667,99.58333333333331,2023,3,11,2,214.625,194.62499999999997
25.7,63,1013.4,14.1,0.0,84.3125,57.55833333333334,1294.2083333333333,61.59166666666667,50.875,76.70833333333333,2023,3,12,3,160.83333333333334,176.77777777777774
25.0,72,1013.2,13.1,0.0,73.71666666666667,48.26666666666667,1136.0833333333333,46.52916666666667,47.395833333333336,113.66666666666669,2023,3,13,1,154.875,157.95833333333331
24.0,81,1011.4,12.9,0.0,49.75833333333333,31.441666666666663,830.75,40.4875,36.49583333333333,63.25,2023,3,14,5,158.16666666666666,142.55555555555554
25.1,80,1008.9,14.3,0.0,45.49583333333334,25.133333333333336,448.75,18.6125,19.120833333333334,73.95833333333333,2023,3,15,6,114.625,120.19444444444444
25.5,80,1008.8,13.9,0.0,42.55416666666667,23.383333333333336,505.875,21.691666666666663,20.216666666666665,74.41666666666667,2023,3,16,4,87.79166666666667,93.04166666666664
25.6,80,1010.0,13.1,0.0,44.77916666666667,26.2875,623.5416666666666,27.92083333333333,25.96666666666667,83.54166666666667,2023,3,17,0,76.70833333333333,81.73611111111109
25.4,66,1010.1,11.3,0.0,84.5625,54.36666666666667,912.9583333333334,38.208333333333336,43.375,128.70833333333334,2023,3,18,2,80.70833333333333,97.59722222222219
24.9,69,1009.0,12.4,0.0,73.6375,44.85833333333333,752.2083333333334,30.6625,40.99166666666667,123.33333333333331,2023,3,19,3,135.375,125.84722222222221
24.5,77,1007.9,8.2,0.0,51.3125,25.8625,523.5416666666666,22.59583333333333,26.20833333333333,84.54166666666667,2023,3,20,1,161.45833333333334,133.4722222222222
25.1,71,1008.1,14.0,0.0,39.99166666666667,18.6625,363.0,15.295833333333334,14.8625,67.125,2023,3,21,5,103.58333333333331,111.74999999999999
23.9,78,1009.2,14.5,0.4,34.4375,18.65833333333333,358.3333333333333,14.833333333333334,14.354166666666666,67.16666666666667,2023,3,22,6,70.20833333333333,79.26388888888886
23.4,81,1008.7,15.6,3.8,40.0875,18.525,319.0416666666667,13.841666666666669,11.975,59.125,2023,3,23,4,64.0,66.33333333333331
24.4,60,1008.5,23.9,0.0,49.10416666666666,18.383333333333333,265.3333333333333,10.508333333333333,7.975,114.29166666666669,2023,3,24,0,64.79166666666667,66.38888888888887
24.5,67,1011.0,17.4,0.0,47.025,20.916666666666668,320.3333333333333,12.404166666666669,9.983333333333333,112.875,2023,3,25,2,70.375,69.1111111111111
24.1,75,1012.7,14.8,0.0,57.45416666666667,30.20833333333333,597.8333333333334,24.79583333333333,21.7125,111.58333333333331,2023,3,26,3,72.16666666666667,78.80555555555554
24.6,69,1011.9,15.0,0.0,56.34166666666667,31.6625,650.4583333333334,29.429166666666664,25.620833333333334,100.45833333333331,2023,3,27,1,93.875,89.05555555555554
24.5,78,1010.3,18.5,0.0,48.98333333333333,25.52083333333333,381.7916666666667,14.058333333333332,15.9625,94.79166666666669,2023,3,28,5,101.125,94.59722222222221
25.3,78,1009.6,20.4,0.0,50.91666666666666,21.429166666666664,308.9166666666667,10.504166666666666,12.520833333333334,80.625,2023,3,29,6,88.79166666666667,87.54166666666664
25.2,71,1008.5,18.8,0.8,56.525000000000006,23.054166666666664,316.0416666666667,10.9125,13.470833333333331,112.0,2023,3,30,4,72.70833333333333,79.87499999999999
25.8,76,1007.9,20.0,0.0,48.625,23.34166666666667,288.2916666666667,8.958333333333334,9.9375,112.45833333333331,2023,3,31,0,78.125,76.45833333333331
25.6,74,1009.3,20.3,0.0,37.97083333333333,19.39583333333333,168.04166666666666,3.4625,5.145833333333333,96.33333333333331,2023,4,1,2,78.54166666666667,76.12499999999999
25.4,77,1008.9,21.5,0.0,41.00833333333333,20.47083333333333,299.625,8.674999999999999,11.5,96.375,2023,4,2,3,71.70833333333333,71.93055555555554
26.1,78,1007.6,22.6,0.3,47.59583333333333,21.075,321.5833333333333,11.566666666666668,13.183333333333332,83.58333333333333,2023,4,3,1,65.54166666666667,68.43055555555554
24.9,74,1009.7,16.3,0.0,33.575,16.787499999999998,373.9583333333333,14.029166666666669,13.058333333333332,111.83333333333331,2023,4,4,5,68.04166666666667,71.99999999999999
25.1,69,1010.0,18.1,0.0,29.883333333333336,16.5625,435.625,17.425,15.020833333333334,116.41666666666669,2023,4,5,6,82.41666666666667,76.08333333333331
25.0,76,1011.1,16.5,0.0,38.725,20.229166666666668,499.8333333333333,22.7125,18.025,103.875,2023,4,6,4,77.79166666666667,77.94444444444441
25.2,78,1012.8,15.6,0.0,48.125,27.566666666666663,710.5833333333334,29.766666666666666,25.541666666666668,111.79166666666669,2023,4,7,0,73.625,82.69444444444444
25.8,76,1013.6,15.6,0.0,64.03333333333333,38.3375,740.5,27.0125,25.266666666666666,126.375,2023,4,8,2,96.66666666666669,99.74999999999999
25.6,78,1013.6,16.5,0.0,44.1375,22.875,532.625,22.4625,21.7625,83.79166666666667,2023,4,9,3,128.95833333333334,106.26388888888887
25.2,82,1011.9,12.0,0.0,51.80416666666667,27.8625,730.9166666666666,33.32083333333333,36.891666666666666,74.04166666666667,2023,4,10,1,93.16666666666669,100.83333333333331
25.2,82,1012.1,13.5,0.0,46.425,24.616666666666664,684.4166666666666,31.191666666666663,28.704166666666666,75.29166666666667,2023,4,11,5,80.375,85.56944444444444
27.0,76,1012.1,15.7,0.0,69.96249999999999,39.895833333333336,696.9583333333334,25.79583333333333,25.354166666666668,115.54166666666669,2023,4,12,6,83.16666666666667,95.7361111111111
27.9,70,1011.5,20.3,0.0,50.895833333333336,26.879166666666663,590.4166666666666,24.27083333333333,22.83333333333333,79.04166666666667,2023,4,13,4,123.66666666666669,102.6111111111111
27.0,82,1010.1,18.1,0.0,40.6125,20.7375,508.9166666666667,21.554166666666664,20.98333333333333,66.125,2023,4,14,0,101.0,99.70833333333331
27.2,82,1008.5,14.7,0.0,63.8375,29.504166666666663,666.375,29.4125,30.7375,73.70833333333333,2023,4,15,2,74.45833333333333,84.61111111111109
27.4,81,1007.4,17.8,0.0,50.7875,23.554166666666664,531.9583333333334,22.254166666666663,22.70833333333333,86.70833333333333,2023,4,16,3,78.375,78.81944444444441
27.3,77,1008.4,17.5,0.0,47.7875,21.245833333333334,471.25,19.654166666666665,19.133333333333333,99.45833333333331,2023,4,17,1,83.625,80.94444444444441
28.6,67,1010.9,18.4,0.0,54.2875,28.629166666666663,534.75,23.1125,19.75,79.45833333333333,2023,4,18,5,80.83333333333333,80.5972222222222
27.8,63,1008.9,19.5,0.0,62.70416666666667,32.666666666666664,576.125,23.90416666666667,21.316666666666663,91.5,2023,4,19,6,77.33333333333333,83.56944444444443
27.9,71,1005.7,22.7,0.0,53.52916666666667,26.870833333333334,459.8333333333333,18.0125,16.320833333333333,106.625,2023,4,20,4,92.54166666666669,89.81944444444441
27.6,77,1005.2,21.8,0.0,40.6,20.1,388.6666666666667,15.316666666666665,14.2,72.625,2023,4,21,0,99.58333333333331,89.04166666666664
27.6,76,1006.2,20.2,0.0,48.87083333333334,23.8375,445.9583333333333,17.645833333333332,18.091666666666665,90.58333333333331,2023,4,22,2,75.0,84.62499999999999
28.2,74,1006.6,17.7,0.0,44.3125,23.245833333333334,563.4583333333334,23.90416666666667,22.6875,78.20833333333333,2023,4,23,3,79.29166666666667,77.74999999999999
27.7,78,1008.4,16.9,0.0,52.6375,28.40416666666667,640.5,29.17083333333333,25.1875,60.04166666666666,2023,4,24,1,78.95833333333333,79.56944444444441
28.1,70,1008.9,20.4,0.0,51.92083333333333,28.679166666666664,545.875,22.304166666666664,20.304166666666667,67.33333333333333,2023,4,25,5,80.45833333333333,81.76388888888886
28.2,55,1007.4,20.2,0.0,47.4,24.241666666666664,419.0,16.283333333333335,15.55,81.79166666666667,2023,4,26,6,85.875,82.61111111111109
27.2,72,1007.4,18.2,0.3,30.64583333333333,15.5625,305.375,10.679166666666667,10.554166666666667,66.375,2023,4,27,4,81.5,77.97222222222221
25.9,76,1008.3,13.8,3.4,31.191666666666663,15.583333333333334,323.875,12.05,12.158333333333331,70.58333333333333,2023,4,28,0,66.54166666666667,68.80555555555554
25.2,76,1007.7,10.4,0.8,29.65,15.779166666666669,384.0416666666667,13.683333333333332,18.1,88.33333333333333,2023,4,29,2,58.375,64.3611111111111
26.0,69,1006.3,11.1,0.2,33.99583333333333,17.3875,391.125,15.354166666666666,19.454166666666666,88.0,2023,4,30,3,68.16666666666667,65.19444444444443
27.3,71,1005.4,15.0,0.9,35.09583333333333,20.216666666666665,398.6666666666667,15.3625,16.599999999999998,91.33333333333331,2023,5,1,1,69.04166666666667,69.94444444444443
27.9,74,1006.6,18.0,0.1,35.0,19.2,430.0,16.704166666666666,17.820833333333333,79.08333333333333,2023,5,2,5,72.625,70.16666666666664
27.8,78,1008.7,15.6,0.0,29.191666666666663,15.191666666666668,421.0,17.108333333333334,17.779166666666665,71.08333333333333,2023,5,3,6,68.83333333333333,67.27777777777776
27.6,80,1008.1,14.5,0.0,41.7625,20.15833333333333,481.2083333333333,20.825,23.375,68.79166666666667,2023,5,4,4,60.375,63.77777777777775
27.7,80,1007.6,15.3,0.0,45.50416666666666,20.058333333333334,442.25,18.55,19.55,71.91666666666667,2023,5,5,0,62.125,63.43055555555554
28.5,76,1007.5,19.6,0.0,40.87083333333333,20.5375,422.0833333333333,17.925,17.908333333333335,73.95833333333333,2023,5,6,2,67.79166666666667,66.02777777777776
28.4,80,1006.9,20.9,0.0,48.3875,21.029166666666665,352.25,14.166666666666666,15.058333333333332,65.66666666666667,2023,5,7,3,68.16666666666667,68.51388888888887
28.8,79,1005.9,19.0,0.0,43.325,21.59583333333333,439.2083333333333,19.0,19.35,70.45833333333333,2023,5,8,1,69.58333333333333,68.83333333333331
28.4,79,1007.1,15.5,0.0,56.97083333333333,29.704166666666666,609.8333333333334,27.0,29.166666666666668,67.5,2023,5,9,5,68.75,73.15277777777776
29.4,71,1007.7,16.6,0.0,48.5375,27.4,647.4166666666666,28.5625,26.825,84.20833333333333,2023,5,10,6,81.125,81.02777777777776
30.2,68,1007.4,21.2,0.0,47.925,25.60833333333333,488.0,19.654166666666665,20.341666666666665,87.25,2023,5,11,4,93.20833333333331,87.72222222222221
30.3,66,1006.6,23.2,0.0,30.09583333333333,18.22083333333333,445.875,17.599999999999998,20.8375,68.58333333333333,2023,5,12,0,88.83333333333333,84.4722222222222
30.1,71,1005.9,25.4,0.0,30.741666666666664,17.95,514.625,21.416666666666668,24.0375,60.833333333333336,2023,5,13,2,71.375,74.41666666666664
29.6,80,1004.6,24.1,0.0,29.28333333333333,15.041666666666666,300.5,10.1,14.3875,59.875,2023,5,14,3,63.04166666666666,65.08333333333331
29.6,80,1003.8,23.6,0.1,34.645833333333336,16.358333333333334,263.2916666666667,10.016666666666667,13.170833333333333,57.333333333333336,2023,5,15,1,60.833333333333336,60.236111111111086
29.6,81,1006.1,26.8,0.0,33.53333333333333,17.654166666666665,243.5833333333333,9.295833333333333,10.8375,50.5,2023,5,16,5,56.833333333333336,59.29166666666665
29.4,77,1007.0,27.4,0.6,34.50416666666667,16.791666666666668,205.875,7.458333333333333,8.745833333333334,53.333333333333336,2023,5,17,6,60.208333333333336,60.083333333333314
29.6,80,1009.4,24.5,0.0,35.63333333333333,15.329166666666666,270.0833333333333,11.058333333333332,11.479166666666666,55.66666666666666,2023,5,18,4,63.208333333333336,60.361111111111086
29.3,81,1009.0,20.2,0.0,42.3375,16.875,308.6666666666667,12.75,13.625,53.29166666666666,2023,5,19,0,57.66666666666666,59.66666666666665
29.1,78,1007.6,24.3,0.0,35.625,15.129166666666668,237.7083333333333,8.895833333333334,9.833333333333334,51.375,2023,5,20,2,58.125,58.180555555555536
29.7,76,1007.5,25.3,0.0,38.05,16.570833333333333,223.125,7.783333333333334,8.904166666666667,52.16666666666666,2023,5,21,3,58.75,58.333333333333314
29.8,80,1007.4,25.1,0.0,37.29166666666666,15.925,234.79166666666663,8.512500000000001,9.508333333333333,54.208333333333336,2023,5,22,1,58.125,58.902777777777764
29.7,83,1007.2,24.2,0.4,32.27916666666667,15.8,294.3333333333333,12.466666666666669,12.9625,47.79166666666666,2023,5,23,5,59.833333333333336,58.24999999999998
29.9,82,1005.9,26.9,0.0,34.266666666666666,17.849999999999998,308.5,12.05,13.408333333333331,53.458333333333336,2023,5,24,6,56.79166666666666,59.236111111111086
30.3,80,1004.4,31.4,0.0,34.9625,18.308333333333334,271.0,9.258333333333333,11.016666666666666,50.375,2023,5,25,4,61.083333333333336,59.986111111111086
30.2,81,1004.3,30.6,0.0,33.670833333333334,17.5,256.9583333333333,9.2625,10.445833333333333,45.833333333333336,2023,5,26,0,62.083333333333336,62.3472222222222
30.2,79,1004.2,28.4,0.0,33.86666666666667,17.75,283.4166666666667,11.0625,12.516666666666666,45.66666666666666,2023,5,27,2,63.875,62.24999999999998
30.1,80,1004.6,24.0,0.0,28.4625,14.495833333333332,290.6666666666667,11.35,13.370833333333332,44.583333333333336,2023,5,28,3,60.79166666666666,61.513888888888864
29.9,83,1006.4,21.1,0.0,25.95,13.258333333333333,294.8333333333333,11.7625,14.520833333333334,42.41666666666666,2023,5,29,1,59.875,58.44444444444442
29.9,76,1007.9,21.8,0.2,27.416666666666668,13.3625,252.29166666666663,10.0375,11.266666666666666,43.75,2023,5,30,5,54.66666666666666,55.37499999999998
29.6,74,1007.5,24.2,1.1,23.070833333333336,13.0375,216.41666666666663,8.358333333333333,9.654166666666669,41.54166666666666,2023,5,31,6,51.583333333333336,53.06944444444442
29.9,77,1005.2,30.0,1.4,27.09583333333333,14.408333333333331,205.75,7.233333333333333,8.041666666666666,45.25,2023,6,1,4,52.958333333333336,52.2222222222222
30.0,81,1005.4,23.2,0.1,31.616666666666664,15.904166666666669,278.0416666666667,10.695833333333333,12.0375,54.79166666666666,2023,6,2,0,52.125,54.72222222222221
29.9,82,1004.7,24.2,0.0,33.28333333333333,15.45,303.9583333333333,12.429166666666667,13.654166666666669,58.04166666666666,2023,6,3,2,59.083333333333336,55.861111111111086
30.0,81,1005.0,21.9,0.0,47.32083333333333,19.79583333333333,334.6666666666667,13.375,15.120833333333332,67.75,2023,6,4,3,56.375,58.99999999999998
30.0,81,1004.7,20.5,0.0,39.50416666666667,16.891666666666666,295.25,12.370833333333332,13.529166666666669,58.04166666666666,2023,6,5,1,61.54166666666666,60.77777777777775
30.4,81,1002.8,23.0,0.0,37.24583333333333,17.966666666666665,347.5416666666667,15.358333333333333,16.0,61.41666666666666,2023,6,6,5,64.41666666666667,62.12499999999998
30.6,81,1002.0,22.0,0.0,42.48333333333333,20.179166666666667,361.0833333333333,15.8,18.116666666666667,60.04166666666666,2023,6,7,6,60.41666666666666,63.430555555555536
30.3,78,1003.8,20.5,0.0,34.90833333333333,16.045833333333334,245.0833333333333,9.145833333333334,11.5375,58.125,2023,6,8,4,65.45833333333333,63.18055555555552
30.2,76,1002.3,23.9,0.8,42.10416666666666,18.616666666666667,219.25,7.9875,9.2875,52.41666666666666,2023,6,9,0,63.66666666666666,62.94444444444442
29.9,76,1000.5,19.7,0.2,37.325,16.695833333333333,243.0,9.579166666666667,11.329166666666666,54.75,2023,6,10,2,59.708333333333336,62.97222222222221
30.0,76,999.8,10.8,0.0,35.11666666666667,21.8625,515.625,25.17083333333333,26.066666666666663,61.708333333333336,2023,6,11,3,65.54166666666667,62.01388888888888
32.1,65,997.7,15.1,0.0,93.07083333333333,61.19583333333333,790.375,27.42083333333333,34.458333333333336,147.41666666666666,2023,6,12,1,60.79166666666666,91.88888888888887
31.4,64,997.0,30.6,5.4,33.204166666666666,14.308333333333332,216.875,12.070833333333333,18.5375,61.29166666666666,2023,6,13,5,149.33333333333334,109.31944444444441
31.0,64,996.8,33.7,0.5,46.71666666666667,19.70833333333333,177.66666666666666,8.833333333333334,14.1875,63.75,2023,6,14,6,117.83333333333331,109.31944444444441
30.4,68,994.6,36.9,0.3,38.275,17.620833333333334,171.5,8.416666666666666,11.9875,55.458333333333336,2023,6,15,4,60.79166666666666,81.97222222222219
31.1,71,996.4,25.0,1.3,40.48333333333333,21.166666666666668,296.875,14.558333333333332,13.483333333333334,66.29166666666667,2023,6,16,0,67.29166666666667,62.37499999999998
30.5,81,1000.2,24.0,0.0,63.02916666666667,24.991666666666664,254.5833333333333,10.3,11.65,61.04166666666666,2023,6,17,2,59.04166666666666,67.68055555555553
30.3,74,1002.1,27.7,0.0,71.50833333333334,27.979166666666668,220.0833333333333,8.025,8.604166666666666,59.875,2023,6,18,3,76.70833333333333,72.40277777777776
30.0,75,1001.7,26.8,0.0,71.18333333333334,26.42083333333333,206.91666666666663,7.125,8.137500000000001,62.41666666666666,2023,6,19,1,81.45833333333333,80.66666666666664
30.6,69,1000.8,26.7,0.0,67.47916666666667,24.229166666666668,205.375,7.1000000000000005,8.208333333333334,66.25,2023,6,20,5,83.83333333333333,80.93055555555553
30.6,74,1001.0,26.1,1.0,65.55416666666666,23.316666666666663,224.8333333333333,8.420833333333333,9.5,61.208333333333336,2023,6,21,6,77.5,78.99999999999999
30.2,77,1001.6,24.8,2.2,54.5,20.675,224.125,8.5375,9.975,57.625,2023,6,22,4,75.66666666666667,74.74999999999999
30.1,76,1001.3,23.9,0.4,56.81666666666666,21.2125,210.7083333333333,7.983333333333333,9.466666666666669,55.79166666666666,2023,6,23,0,71.08333333333333,71.98611111111109
30.1,78,1000.0,22.8,1.0,51.25416666666666,20.891666666666666,221.25,8.558333333333334,10.108333333333333,53.375,2023,6,24,2,69.20833333333333,69.79166666666664
30.3,79,999.3,22.2,0.5,47.65833333333333,19.9375,252.29166666666663,9.5,11.633333333333333,58.54166666666666,2023,6,25,3,69.08333333333333,68.38888888888887
30.5,77,1000.0,22.9,0.8,50.48333333333333,21.7125,267.7916666666667,9.433333333333334,13.425,63.04166666666666,2023,6,26,1,66.875,68.36111111111109
30.6,76,1000.6,19.7,0.8,63.80833333333334,24.120833333333334,246.25,8.891666666666667,11.779166666666669,64.125,2023,6,27,5,69.125,69.52777777777776
30.8,76,1001.5,20.6,0.0,58.1125,21.1375,159.91666666666666,6.666666666666667,4.366666666666666,54.875,2023,6,28,6,72.58333333333333,72.15277777777776
31.1,73,1001.3,25.4,0.3,38.891666666666666,15.095833333333331,148.625,6.191666666666666,3.7875,51.66666666666666,2023,6,29,4,74.75,70.2222222222222
30.8,73,1000.0,30.1,1.0,45.69166666666666,17.712500000000002,147.83333333333334,5.841666666666666,3.5,49.958333333333336,2023,6,30,0,63.333333333333336,65.01388888888887
30.8,74,1000.2,23.8,1.1,72.8125,24.804166666666664,150.875,6.491666666666667,4.016666666666667,50.5,2023,7,1,2,56.958333333333336,63.402777777777764
30.7,76,1001.3,18.0,0.4,94.50416666666666,25.6,165.25,7.875,5.291666666666667,58.458333333333336,2023,7,2,3,69.91666666666667,68.69444444444441
30.7,78,1000.9,17.4,0.4,114.375,25.02083333333333,156.0,8.145833333333334,5.541666666666667,55.875,2023,7,3,1,79.20833333333333,75.65277777777776
30.6,74,998.9,21.5,0.1,107.65416666666664,25.89583333333333,156.25,6.6375,4.908333333333333,57.208333333333336,2023,7,4,5,77.83333333333333,79.29166666666664
